# Mol_Title	ID	SMILES
ZINC00390119	DUD_ar_D_729	Cc1nc2sc3c(c2c(=O)n1N)CCC(C(C)(C)C)C3
ZINC00390120	DUD_ar_D_730	Cc1nc2sc3c(c2c(=O)n1N)CCC(C(C)(C)C)C3
ZINC00390180	DUD_ar_D_731	Cc1cc(N)n(-c2nc(C)nc3sc4c(c32)CCC(C)C4)n1
ZINC00390181	DUD_ar_D_732	Cc1cc(N)n(-c2nc(C)nc3sc4c(c32)CCC(C)C4)n1
ZINC00390467	DUD_ar_D_733	COc1cccc(C2NC(=O)NC3=C2C(=O)CC(C)(C)C3)c1
ZINC00390468	DUD_ar_D_734	COc1cccc(C2NC(=O)NC3=C2C(=O)CC(C)(C)C3)c1
ZINC00392833	DUD_ar_D_735	COC(=O)c1ccc2c(c1C)CC1C2CCC2CC(O)CCC12C
ZINC00393054	DUD_ar_D_736	COc1cccc2c1CCC1=C2CC2C(=O)C1(C)CCC2O
ZINC00395984	DUD_ar_D_737	COc1ccc(C2NC(=O)NC3=C2C(=O)CC(C)(C)C3)cc1C
ZINC00395985	DUD_ar_D_738	COc1ccc(C2NC(=O)NC3=C2C(=O)CC(C)(C)C3)cc1C
ZINC00402866	DUD_ar_D_739	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
ZINC00402929	DUD_ar_D_740	C=CC1(C)CC(=O)C2C(C)(CC(O)C3C(C)(C)CCCC23C)O1
ZINC00403879	DUD_ar_D_741	CC12CCC3C(C=CC4CC(O)CCC43C)C1CCC2O
ZINC00403916	DUD_ar_D_742	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
ZINC00407376	DUD_ar_D_743	CC12COC3(C(=O)Nc4ccc(Cl)cn4)CC1CCC23C
ZINC00407500	DUD_ar_D_744	CC(=O)Nc1ccc(Oc2c(Cl)c(C)[n+]([O-])c(C)c2Cl)cc1
ZINC00408139	DUD_ar_D_745	CC(=O)Nc1ccc(Oc2c(Cl)c(C)nc(C)c2Cl)cc1
ZINC00408903	DUD_ar_D_746	CCc1cc2c(cc1O)oc(C)c(-c1nc(C)cs1)c2=O
ZINC00410165	DUD_ar_D_747	CC12CCC3C(CC=C4CC(O)CCC43C)C1CC1CC(=O)OC12
ZINC00411202	DUD_ar_D_748	COC(=O)CSc1nnc2c(n1)[nH]c1c2cc(C)cc1C
ZINC00411213	DUD_ar_D_749	COC(=O)C(C)(C)Sc1nnc2c(n1)[nH]c1c2cc(C)cc1C
ZINC00413630	DUD_ar_D_750	Cc1cc(C)cc(C(=O)Nc2nc(C(C)(C)C)cs2)c1
ZINC00414899	DUD_ar_D_751	COC(=O)c1ccc(NC(=S)NC2CC3CCC2C3)cc1
ZINC00414900	DUD_ar_D_752	COC(=O)c1ccc(NC(=S)N2CCCC2)cc1
ZINC00417988	DUD_ar_D_753	COc1ccc2sc(NC(=O)C3CCCCC3)nc2c1
ZINC00419012	DUD_ar_D_754	Cc1sc2c(c1C)C(c1ccc(C)cc1)=NCC(=O)N2CCO
ZINC00419062	DUD_ar_D_755	Cc1sc2c(c1C)C(c1ccc(C)cc1)=NCC(=O)N2
ZINC00419065	DUD_ar_D_756	COc1ccc(C2=NCC(=O)Nc3sc(C)c(C)c32)cc1
ZINC00419069	DUD_ar_D_757	Cc1cccc(C2=NCC(=O)Nc3sc4c(c32)CCC4)c1
ZINC00419070	DUD_ar_D_758	Cc1ccc(C2=NCC(=O)Nc3sc4c(c32)CCCC4)cc1
ZINC00419074	DUD_ar_D_759	CC(C)(C)c1ccc(C2=NCC(=O)Nc3sc4c(c32)CCC4)cc1
ZINC00419075	DUD_ar_D_760	Cc1ccc(C2=NCC(=O)Nc3sc4c(c32)CCC4)cc1
ZINC00419076	DUD_ar_D_761	Cc1cccc(C2=NCC(=O)Nc3sc4c(c32)CCCC4)c1
ZINC00419077	DUD_ar_D_762	Cc1ccccc1C1=NCC(=O)Nc2sc3c(c21)CCCC3
ZINC00419088	DUD_ar_D_763	CCc1cc2c(s1)NC(=O)CN=C2c1ccc(C)cc1
ZINC00419089	DUD_ar_D_764	CCc1cc2c(s1)NC(=O)CN=C2c1ccccc1OC
ZINC00419090	DUD_ar_D_765	COc1ccccc1C1=NCC(=O)Nc2sc3c(c21)CCCC3
ZINC00419091	DUD_ar_D_766	COc1ccccc1C1=NCC(=O)Nc2sc3c(c21)CCC3
ZINC00419092	DUD_ar_D_767	COc1ccc(C2=NCC(=O)Nc3sc4c(c32)CCCC4)cc1
ZINC00419093	DUD_ar_D_768	COc1ccc(C2=NCC(=O)Nc3sc4c(c32)CCC4)cc1
ZINC00419094	DUD_ar_D_769	CCc1cc2c(s1)NC(=O)CN=C2c1ccc(OC)cc1
ZINC00419098	DUD_ar_D_770	O=C1CN=C(c2ccc(F)cc2)c2c3c(sc2N1)CCCC3
ZINC00419103	DUD_ar_D_771	Cc1cc2c(s1)NC(=O)CN=C2c1ccc(C(C)(C)C)cc1
ZINC00419108	DUD_ar_D_772	O=C1CN=C(c2cccs2)c2c3c(sc2N1)CCCC3
ZINC00423032	DUD_ar_D_773	COc1cccc(-n2c(=O)[nH]c3sc(C)c(C)c3c2=O)c1
ZINC00423033	DUD_ar_D_774	Cc1sc2[nH]c(=O)n(-c3ccc(C)c(C)c3)c(=O)c2c1C
ZINC00423034	DUD_ar_D_775	CCOc1ccc(-n2c(=O)[nH]c3sc(C)c(C)c3c2=O)cc1
ZINC00423035	DUD_ar_D_776	COc1ccc(-n2c(=O)[nH]c3sc(C)c(C)c3c2=O)c(OC)c1
ZINC00423036	DUD_ar_D_777	CCOc1ccc(-n2c(=O)[nH]c3sc4c(c3c2=O)CCC4)cc1
ZINC00423039	DUD_ar_D_778	CCOc1ccc(-n2c(=O)[nH]c3sc4c(c3c2=O)CCCC4)cc1
ZINC00423065	DUD_ar_D_779	Cc1ccc(-n2c(=O)[nH]c3sc4c(c3c2=O)CCCC4)cc1
ZINC00423083	DUD_ar_D_780	C=CCN1C(=S)NC2c3cc([N+](=O)[O-])ccc3OC1(C)C2C
ZINC00424851	DUD_ar_D_781	CCN1C(=S)NC2CC1(C)Oc1c(O)cc(C(C)(C)C)cc12
ZINC00424852	DUD_ar_D_782	CCN1C(=S)NC2CC1(C)Oc1c(O)cc(C(C)(C)C)cc12
ZINC00425020	DUD_ar_D_783	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCC1)c2=O
ZINC00425074	DUD_ar_D_784	CC1CCC(n2c(=O)c3cc4c(cc3[nH]c2=S)OCO4)CC1
ZINC00425080	DUD_ar_D_785	O=c1c2cc3c(cc2[nH]c(=S)n1CCC1=CCCCC1)OCO3
ZINC00425152	DUD_ar_D_786	CCOC(=O)c1sc(=S)n(-c2cccc(C)c2)c1N
ZINC00425159	DUD_ar_D_787	COC(=O)c1sc(=S)n(-c2cc(C)cc(C)c2)c1N
ZINC00425160	DUD_ar_D_788	CCOC(=O)c1sc(=S)n(-c2cc(C)cc(C)c2)c1N
ZINC00425161	DUD_ar_D_789	COC(=O)c1sc(=S)n(-c2cc(C)ccc2C)c1N
ZINC00425164	DUD_ar_D_790	COC(=O)c1sc(=S)n(-c2ccc(C(C)C)cc2)c1N
ZINC00425175	DUD_ar_D_791	COC(=O)c1sc(=S)n(-c2cccc(C)c2C)c1N
ZINC00425193	DUD_ar_D_792	COC(=O)c1sc(=S)n(-c2cc(OC)ccc2OC)c1N
ZINC00425194	DUD_ar_D_793	COC(=O)c1sc(=S)n(-c2ccc(OC)cc2OC)c1N
ZINC00425231	DUD_ar_D_794	CCC(C)n1c(=O)c2ccc(C(=O)OC)cc2[nH]c1=S
ZINC00425232	DUD_ar_D_795	CCC(C)n1c(=O)c2ccc(C(=O)OC)cc2[nH]c1=S
ZINC00425233	DUD_ar_D_796	COC(=O)c1ccc2c(c1)[nH]c(=S)n(CCC(C)C)c2=O
ZINC00425242	DUD_ar_D_797	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCCCC1)c2=O
ZINC00425243	DUD_ar_D_798	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCCC1C)c2=O
ZINC00425244	DUD_ar_D_799	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCCC1C)c2=O
ZINC00425245	DUD_ar_D_800	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCCC1C)c2=O
ZINC00425246	DUD_ar_D_801	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCCC1C)c2=O
ZINC00425249	DUD_ar_D_802	COC(=O)c1ccc2c(c1)[nH]c(=S)n(C1CCCC(C)C1C)c2=O
ZINC00425772	DUD_ar_D_803	CC(=O)Nc1c2c(nn1-c1cccc(C)c1C)CSC2
ZINC00426304	DUD_ar_D_804	COc1ccc(Cl)cc1NC(=O)c1noc2c1CCC2
ZINC00426337	DUD_ar_D_805	Cc1c(Cl)cccc1NC(=O)c1noc2c1CCCC2
ZINC00426341	DUD_ar_D_806	Cc1ccc(NC(=O)c2noc3c2CCCC3)cc1C
ZINC00426353	DUD_ar_D_807	COc1ccc(Cl)cc1NC(=O)c1noc2c1CCCC2
ZINC00426549	DUD_ar_D_808	O=C(NCc1ccc(Cl)cc1)c1noc2c1CCCCC2
ZINC00426562	DUD_ar_D_809	Cc1c(Cl)cccc1NC(=O)c1noc2c1CCCCC2
ZINC00426563	DUD_ar_D_810	O=C(Nc1ccc(F)c(Cl)c1)c1noc2c1CCCCC2
ZINC00426566	DUD_ar_D_811	Cc1ccc(NC(=O)c2noc3c2CCCCC3)cc1C
ZINC00426567	DUD_ar_D_812	O=C(Nc1cccc(C(F)(F)F)c1)c1noc2c1CCCCC2
ZINC00426573	DUD_ar_D_813	CSc1ccccc1NC(=O)c1noc2c1CCCCC2
ZINC00426577	DUD_ar_D_814	COc1ccc(Cl)cc1NC(=O)c1noc2c1CCCCC2
ZINC00426630	DUD_ar_D_815	CC(C)(C)C1CCc2onc(C(=O)Nc3ccc(F)cc3F)c2C1
ZINC00426631	DUD_ar_D_816	CC(C)(C)C1CCc2onc(C(=O)Nc3ccc(F)cc3F)c2C1
ZINC00427666	DUD_ar_D_817	COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cccc(OC)c1)C2
ZINC00427671	DUD_ar_D_818	CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(Cl)cc1)C2
ZINC00427675	DUD_ar_D_819	COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cccs1)C2
ZINC00427676	DUD_ar_D_820	COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cccs1)C2
ZINC00427677	DUD_ar_D_821	CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cccs1)C2
ZINC00427678	DUD_ar_D_822	CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cccs1)C2
ZINC00427688	DUD_ar_D_823	COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(OC)cc1)C2
ZINC00427727	DUD_ar_D_824	CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(C)cc1)C2
ZINC00429442	DUD_ar_D_825	CC(=O)c1c(C)[nH]c(C(=O)Nc2nc(C)cs2)c1C
ZINC00429443	DUD_ar_D_826	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(Br)c(C)c2)c1C
ZINC00429448	DUD_ar_D_827	CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(C)n2)c1C
ZINC00429459	DUD_ar_D_828	CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(C)c2C)c1C
ZINC00429483	DUD_ar_D_829	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C)c(C)c2)c1C
ZINC00429506	DUD_ar_D_830	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc3c(c2)OCCO3)c1C
ZINC00429511	DUD_ar_D_831	COc1ccc(Cl)cc1NC(=O)c1[nH]c(C)c(C(C)=O)c1C
ZINC00429512	DUD_ar_D_832	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(F)c(Cl)c2)c1C
ZINC00429513	DUD_ar_D_833	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1Cl
ZINC00429517	DUD_ar_D_834	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(Br)cc2C)c1C
ZINC00432658	DUD_ar_D_835	COc1ccc(-c2c(C)nn3c2[nH]c(C)c(Cl)c3=O)cc1
ZINC00432669	DUD_ar_D_836	Cc1nn2c([nH]c3c(c2=O)CCCC3)c1-c1ccc(Cl)cc1
ZINC00433133	DUD_ar_D_837	Cc1occc1C(=O)Nc1sc2c(c1C#N)CCC(C)C2
ZINC00433134	DUD_ar_D_838	Cc1occc1C(=O)Nc1sc2c(c1C#N)CCC(C)C2
ZINC00435902	DUD_ar_D_839	CC(=O)c1cccc(N2C(C)=CC(C)(C)NC2=S)c1
ZINC00438105	DUD_ar_D_840	Cc1ccc2nc(NC(=O)C3CC4CCC3C4)sc2c1
ZINC00441467	DUD_ar_D_841	Cc1ccc(S(=O)(=O)NC2CCCCCCC2)cc1
ZINC00441501	DUD_ar_D_842	O=C(Nc1cc([N+](=O)[O-])ccc1Cl)C1CC2CCC1C2
ZINC00442268	DUD_ar_D_843	O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)C1CC2CCC1C2
ZINC00442718	DUD_ar_D_844	COC(=O)c1c(N)scc1-c1ccc(OC)c(OC)c1
ZINC00442859	DUD_ar_D_845	CC(C)(C)C1CCc2c(sc3ncn4c(S)nnc4c23)C1
ZINC00442860	DUD_ar_D_846	CC(C)(C)C1CCc2c(sc3ncn4c(S)nnc4c23)C1
ZINC00445141	DUD_ar_D_847	Cc1nc2sccn2c1C(=O)NN=C1CCCCC1
ZINC00447078	DUD_ar_D_848	CC(C)(C)C1CCc2c(sc3nc(S)[nH]c(=O)c23)C1
ZINC00448227	DUD_ar_D_849	CC12CC3CC(C)(C1)CC(C(=O)Nc1nccs1)(C3)C2
ZINC00449080	DUD_ar_D_850	Cc1ccsc1C=C1C(=O)NC(=O)N(c2cc(C)cc(C)c2)C1=O
ZINC00449724	DUD_ar_D_851	O=S(=O)(NC1C2CC3CC(C2)CC1C3)c1ccc(Cl)cc1
ZINC00450367	DUD_ar_D_852	Cc1ccc(C(=O)NC2CC3CCC2C3)cc1[N+](=O)[O-]
ZINC00450574	DUD_ar_D_853	O=C1NC(=S)NC1=Cc1ccc(N2CCCCC2)cc1
ZINC00451097	DUD_ar_D_854	O=C1NC(=S)NC(=O)C1=Cc1ccc(N2CCCCC2)o1
ZINC00451771	DUD_ar_D_855	O=C(NC1CCCCCCC1)c1cc([N+](=O)[O-])ccc1Cl
ZINC00451791	DUD_ar_D_856	CCOC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)cc(OC)c1O
ZINC00451948	DUD_ar_D_857	O=C(NC1C2CC3CC(C2)CC1C3)c1cc([N+](=O)[O-])ccc1Cl
ZINC00453003	DUD_ar_D_858	Cc1ccc(C=C2C(=O)NC(=O)N(C3CCCCC3)C2=O)cc1
ZINC00453146	DUD_ar_D_859	O=C(NC1C2CC3CC(C2)CC1C3)c1ccc(Cl)c([N+](=O)[O-])c1
ZINC00453298	DUD_ar_D_860	Cc1csc(NC(=O)c2cc(Br)c(C)c(C)c2C)n1
ZINC00455121	DUD_ar_D_861	CC(C)c1ccc(C=C2C(=O)NC(=O)N(C3CCCCC3)C2=O)cc1
ZINC00455739	DUD_ar_D_862	CCC(=O)NC(=S)Nc1ccc(N2CCOCC2)cc1
ZINC00456092	DUD_ar_D_863	CCC(=O)NC(=S)Nc1ccc(N2CCCCC2)cc1
ZINC00458375	DUD_ar_D_864	COC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)cc(OC)c1O
ZINC00458947	DUD_ar_D_865	CCC1CCCCN1C(=S)NC(=O)c1ccc([N+](=O)[O-])cc1
ZINC00458948	DUD_ar_D_866	CCC1CCCCN1C(=S)NC(=O)c1ccc([N+](=O)[O-])cc1
ZINC00459003	DUD_ar_D_867	CC1CCN(C(=S)NC(=O)c2cccc([N+](=O)[O-])c2)CC1
ZINC00459087	DUD_ar_D_868	CCC1CCCCN1C(=S)NC(=O)c1cccc([N+](=O)[O-])c1
ZINC00459088	DUD_ar_D_869	CCC1CCCCN1C(=S)NC(=O)c1cccc([N+](=O)[O-])c1
ZINC00460532	DUD_ar_D_870	O=S(=O)(NC1CCCCC1)c1ccc(C2CCCCC2)cc1
ZINC00460569	DUD_ar_D_871	CC(NC(=O)c1cc([N+](=O)[O-])ccc1Cl)C1CC2CCC1C2
ZINC00460910	DUD_ar_D_872	COC(=O)C1=C(C)NC(=S)NC1c1cc(Cl)c(O)c(OC)c1
ZINC00460911	DUD_ar_D_873	COC(=O)C1=C(C)NC(=S)NC1c1cc(Cl)c(O)c(OC)c1
ZINC00463343	DUD_ar_D_874	COC(=O)C1=C(C)N(C)C(=S)NC1c1cccc(O)c1
ZINC00463344	DUD_ar_D_875	COC(=O)C1=C(C)N(C)C(=S)NC1c1cccc(O)c1
ZINC00463779	DUD_ar_D_876	COc1cc2c(cc1C1NC(=S)NC(C)=C1C(N)=O)CCCC2
ZINC00466217	DUD_ar_D_877	COc1cc(NC2=CC(=O)CC(C)(C)C2)c(OC)cc1Cl
ZINC00466888	DUD_ar_D_878	COC(=O)C1=C(C)N(C)C(=O)NC1c1cccc(O)c1Cl
ZINC00467033	DUD_ar_D_879	O=C(NC1C2CC3CC(C2)CC1C3)c1ccc(Cl)cc1[N+](=O)[O-]
ZINC00467180	DUD_ar_D_880	COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(O)c(Cl)c1
ZINC00467181	DUD_ar_D_881	COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(O)c(Cl)c1
ZINC00468254	DUD_ar_D_882	CCn1cc(Br)c(C(=O)Nc2ccc(C)c(C)c2)n1
ZINC00470244	DUD_ar_D_883	O=C(NC1C2CC3CC(C2)CC1C3)c1ccc([N+](=O)[O-])cc1Cl
ZINC00470693	DUD_ar_D_884	N#Cc1cc2c(nc1SC1CCCCC1O)CCCC2
ZINC00470694	DUD_ar_D_885	N#Cc1cc2c(nc1SC1CCCCC1O)CCCC2
ZINC00470695	DUD_ar_D_886	N#Cc1cc2c(nc1SC1CCCCC1O)CCCC2
ZINC00470696	DUD_ar_D_887	N#Cc1cc2c(nc1SC1CCCCC1O)CCCC2
ZINC00470717	DUD_ar_D_888	CCC(=O)Nc1nc2c(s1)CCCCCCCCCC2
ZINC00470845	DUD_ar_D_889	COc1ccc(S(=O)(=O)NC2CCCCC2)c(Cl)c1Cl
ZINC00472727	DUD_ar_D_890	CC1CCc2c(sc3nc(-c4ccc5c(c4)OCO5)nc(O)c32)C1
ZINC00472727	DUD_ar_D_891	CC1CCc2c(sc3[nH]c(-c4ccc5c(c4)OCO5)nc(=O)c23)C1
ZINC00472727	DUD_ar_D_892	CC1CCc2c(sc3nc(-c4ccc5c(c4)OCO5)nc(O)c32)C1
ZINC00473077	DUD_ar_D_893	COc1ccc(C(=O)NC(=S)N2CCC(C)CC2)cc1
ZINC00473169	DUD_ar_D_894	CC(=O)c1cccc(NC(=O)C2C3C2C2CCC3C2)c1
ZINC00473622	DUD_ar_D_895	Cc1cc(C(=O)Nc2nc3c(s2)CCCC3)ccc1[N+](=O)[O-]
ZINC00473680	DUD_ar_D_896	Cc1nc(NC(=O)c2ccc(C(C)C)cc2)sc1C
ZINC00474966	DUD_ar_D_897	COC(=O)C1=C(C)N=C(S)NC1c1ccc(OC)cc1OC
ZINC00475417	DUD_ar_D_898	COC(=O)C1=C(C)N=C(S)NC1c1ccc(C)c([N+](=O)[O-])c1
ZINC00475418	DUD_ar_D_899	COC(=O)C1=C(C)N=C(S)NC1c1ccc(C)c([N+](=O)[O-])c1
ZINC00475646	DUD_ar_D_900	CCOC(=O)Nc1nc(-c2ccc(C(C)(C)C)cc2)cs1
ZINC00476891	DUD_ar_D_901	O=C1CCCC2=C1C(c1cc(Cl)ccc1O)C1=C(CCCC1=O)O2
ZINC00477411	DUD_ar_D_902	O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)C1CCCCC1
ZINC00477620	DUD_ar_D_903	C=C(C)Cn1c(=O)c2c([nH]c1=S)sc1c2CC(C)(C)OC1
ZINC00477623	DUD_ar_D_904	C=CCn1c(=O)c2c3c(sc2[nH]c1=S)COC(C)(C)C3
ZINC00477841	DUD_ar_D_905	COC(=O)Cc1ccc(NC(=S)N2CCCC(C)C2)cc1
ZINC00477842	DUD_ar_D_906	COC(=O)Cc1ccc(NC(=S)N2CCCC(C)C2)cc1
ZINC00477877	DUD_ar_D_907	Cc1cc(C)cc(NC(=S)N2CCC(O)CC2)c1
ZINC00477916	DUD_ar_D_908	CCOC(=O)C1=C(C)C(c2ccccc2OC)NC(=S)N1
ZINC00477917	DUD_ar_D_909	CCOC(=O)C1=C(C)C(c2ccccc2OC)NC(=S)N1
ZINC00477918	DUD_ar_D_910	COC(=O)C1=C(C)C(c2ccc(OC)cc2)NC(=S)N1
ZINC00477920	DUD_ar_D_911	COC(=O)C1=C(C)C(c2ccc(OC)cc2)NC(=S)N1
ZINC00477921	DUD_ar_D_912	CCOC(=O)C1=C(C)C(c2ccc(OC)cc2)NC(=S)N1
ZINC00477922	DUD_ar_D_913	CCOC(=O)C1=C(C)C(c2ccc(OC)cc2)NC(=S)N1
ZINC00479932	DUD_ar_D_914	CC(=O)N1c2ccccc2C2(O)C1SC1=[N+]2CCCCC1
ZINC00479933	DUD_ar_D_915	CC(=O)N1c2ccccc2C2(O)C1SC1=[N+]2CCCCC1
ZINC00479934	DUD_ar_D_916	CC(=O)N1c2ccccc2C2(O)C1SC1=[N+]2CCCCC1
ZINC00479935	DUD_ar_D_917	CC(=O)N1c2ccccc2C2(O)C1SC1=[N+]2CCCCC1
ZINC00483021	DUD_ar_D_918	Cn1ncc(I)c1C(=O)NC1CCCCCC1
ZINC00483232	DUD_ar_D_919	Cn1ncc(Br)c1C(=O)NC1CCCCCC1
ZINC00483423	DUD_ar_D_920	CCC(C)(C)C1CCc2c(C#N)c(NC(C)=O)sc2C1
ZINC00483424	DUD_ar_D_921	CCC(C)(C)C1CCc2c(C#N)c(NC(C)=O)sc2C1
ZINC00483589	DUD_ar_D_922	Cc1occc1C(=O)Nc1sc2c(c1C#N)CCCCCC2
ZINC00484477	DUD_ar_D_923	O=S(=O)(NN=C1CCCCCC1)c1ccc(Cl)cc1
ZINC00484488	DUD_ar_D_924	O=S(=O)(NN=C1C2CC3CC(C2)CC1C3)c1ccc(Cl)cc1
ZINC00485611	DUD_ar_D_925	COc1cc2c(cc1O)CCN(C(=O)c1ccc(C)o1)C2C
ZINC00485714	DUD_ar_D_926	COc1cc2c(cc1O)CCN(C(=O)c1cc(C)oc1C)C2C
ZINC00486228	DUD_ar_D_927	CC12CCC3(O)C(CC=C4CC(=O)CCC43C)C1CC=C2C#N
ZINC00486229	DUD_ar_D_928	CC12CCC3(O)C(CC=C4CC(=O)CCC43C)C1CC=C2C#N
ZINC00486230	DUD_ar_D_929	CC12CCC3(O)C(CC=C4CC(=O)CCC43C)C1CC=C2C#N
ZINC00486231	DUD_ar_D_930	CC12CCC3(O)C(CC=C4CC(=O)CCC43C)C1CC=C2C#N
ZINC00486379	DUD_ar_D_931	Cc1cccc(C(=O)NC(=S)NCC2CCCO2)c1
ZINC00486380	DUD_ar_D_932	Cc1cccc(C(=O)NC(=S)NCC2CCCO2)c1
ZINC00487461	DUD_ar_D_933	C#CC1(O)CCC2C3CC4OC45CC(O)CCC5(C)C3CCC21C
ZINC00487921	DUD_ar_D_934	CC1(O)OCC23CC=C4C(CCC5CC(=O)CCC45C)C2CCC13
ZINC00488263	DUD_ar_D_935	COc1cc2c(cc1O)CCN(C(=O)c1cc(C)c(C)o1)C2C
ZINC00488312	DUD_ar_D_936	C=C1C(C)(C)C2CCC1(C(=O)Nc1ccc(C(C)=O)cc1)C2
ZINC00489926	DUD_ar_D_937	COC(=O)N1CCC2(O)CCCCC2C1c1ccccc1OC
ZINC00490153	DUD_ar_D_938	CCCC(=O)NC(=S)N1CCCCC1c1cccnc1
ZINC00490154	DUD_ar_D_939	CCCC(=O)NC(=S)N1CCCCC1c1cccnc1
ZINC00491042	DUD_ar_D_940	COC(=O)N1CCC2(O)CCCCC2C1c1ccc2c(c1)OCO2
ZINC00491309	DUD_ar_D_941	COC(=O)N1CCC2(O)CCCCC2C1c1ccc(OC)cc1
ZINC00491447	DUD_ar_D_942	N#CC12CCCCC1CC1CCCCC1(C#N)N2c1ccccc1O
ZINC00494938	DUD_ar_D_943	CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1cccc(F)c1
ZINC00494939	DUD_ar_D_944	CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1cccc(F)c1
ZINC00495270	DUD_ar_D_945	CSc1nc2[nH]c3c(c2c2nncn21)CC(C)(C)OC3
ZINC00495271	DUD_ar_D_946	CCCc1nc2sc3c(c2c(=O)n1N)CC(C)(C)OC3
ZINC00495566	DUD_ar_D_947	CC1(C)Cc2c(C#N)c(=S)[nH]c(N3CCCCC3)c2CO1
ZINC00495569	DUD_ar_D_948	COc1ccc(-c2c3c([nH]c(=S)c2C#N)CCC3)cc1
ZINC00496190	DUD_ar_D_949	CC1CCc2sc3nc(C(C)(C)C)n(N)c(=O)c3c2C1
ZINC00496191	DUD_ar_D_950	CC1CCc2sc3nc(C(C)(C)C)n(N)c(=O)c3c2C1
ZINC00496705	DUD_ar_D_951	Cc1nc(NC(=O)c2cc(C)cc(C)c2)sc1C
ZINC00497639	DUD_ar_D_952	CCCc1nc2sc3c(nc[nH]c3=O)c2c2c1CCCC2
ZINC00497639	DUD_ar_D_953	CCCc1nc2sc3c(ncnc3O)c2c2c1CCCC2
ZINC00497639	DUD_ar_D_954	CCCc1nc2sc3c(ncnc3O)c2c2c1CCCC2
ZINC00497765	DUD_ar_D_955	CCc1nc2sc3c(nc[nH]c3=O)c2c2c1CSC(C)(C)C2
ZINC00497765	DUD_ar_D_956	CCc1nc2sc3c(ncnc3O)c2c2c1CSC(C)(C)C2
ZINC00497765	DUD_ar_D_957	CCc1nc2sc3c(ncnc3O)c2c2c1CSC(C)(C)C2
ZINC00497831	DUD_ar_D_958	COC(=O)CSc1nc2sc3c(c2c(N)n1)CCCC3
ZINC00500999	DUD_ar_D_959	Cc1ccc2[nH]c3c(ncn(C4CCCCC4)c3=O)c2c1
ZINC00501129	DUD_ar_D_960	CCC1(C)Cc2c(sc3nc(SC)nc(N)c23)CO1
ZINC00501956	DUD_ar_D_961	C=CCn1c(=O)c2cc3c(nc2[nH]c1=S)CCCC3
ZINC00502354	DUD_ar_D_962	CC1CCN(c2[nH]c(=S)c(C#N)c3c2CCCC3)CC1
ZINC00503041	DUD_ar_D_963	O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1F)C1CCCCC1
ZINC00503060	DUD_ar_D_964	CCOC(=O)c1ccc(NC(=S)NC(=O)C2CC2)cc1
ZINC00503092	DUD_ar_D_965	CC(=O)N(C)c1ccc(NC(=S)NC(=O)C2CC2)cc1
ZINC00503158	DUD_ar_D_966	CCC(=O)NC(=S)Nc1ccc(N(C)C(C)=O)cc1
ZINC00503183	DUD_ar_D_967	O=C(NC(=S)N1CCCCCC1)c1cccc([N+](=O)[O-])c1
ZINC00503661	DUD_ar_D_968	CC(=O)Nc1sc(C)c(C)c1C(=O)Nc1ccc(C)cc1
ZINC00507404	DUD_ar_D_969	CC(C)c1nc2sc3c(ncn(N)c3=O)c2c2c1CCCC2
